,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,Country,State,RankPercentage,Ancient Ruins,Architectural Buildings,Arenas & Stadiums,Art Galleries,Art Museums,Auto Race Tracks,Ballets,Battlefields,Biking Trails,Bodies of Water,Bridges,Castles,Cemeteries,Children's Museums,City Tours,Classes & Workshops,Coffeehouses,Concerts & Shows,Cultural Tours,Educational sites,Factory Tours,Flea & Street Markets,Food & Drink,Fun & Games,Gardens,Geologic Formations,Gift & Specialty Shops,Government Buildings,Historic Sites,Historic Walking Areas,Historical & Heritage Tours,History Museums,Islands,Lessons & Workshops,Libraries,Lighthouses,"Literary, Art & Music Tours",Lookouts,Military Bases & Facilities,Military Museums,Mines,Monuments & Statues,Movie Theaters,Museums,National Parks,Natural History Museums,Nature & Parks,Nature & Wildlife Areas,Neighborhoods,Night Tours,Nightlife,Observation Decks & Towers,Observatories & Planetariums,Other Fun & Games,Other Outdoor Activities,Outdoor Activities,Piers & Boardwalks,Playgrounds,Points of Interest & Landmarks,Private Tours,Sacred & Religious Sites,Scenic Railroads,Scenic Walking Areas,Science Museums,Self-Guided Tours & Rentals,Ships,Shopping,Sights & Landmarks,Specialty Museums,Sports Complexes,State Parks,Theaters,Tours,Tramways,Transportation,Traveler Resources,Valleys,Visitor Centers,Volcanos,Walking Tours,Wineries & Vineyards,Zipline & Aerial Adventure Parks,Zoos & Aquariums,on display,gift shop,rainy day,couple of hours,all ages,special exhibits,few hours,two hours,exhibits,well worth a visit,permanent collection,worth a visit,free admission,audio guide,beautiful building,great collection,information,interesting exhibits,entrance fee,great for kids,interactive exhibits,hands on activities,great exhibits,great place to visit,interactive displays,guided tour,well worth the visit,whole family,kids and adults,traveling exhibits,his life,local history,amazing collection,free entry,worth the trip,great history,civil war,take your time,nice collection,interesting place,great museum,for sale,art lovers,artifacts,van gogh,audio tour,history,galleries,works of art,natural history,self guided tour,private collection,own pace,sculpture garden,moving experience,three hours,lots of history,modern art,history buff,admission,small museum,step back in time,worth a stop,short film,stuffed animals,walk around,entry fee,great displays,world war,scavenger hunt,across the street,museums,top floor,a lot of fun,history lesson,large collection,eye opening,american history,interesting artifacts,early days,rotating exhibits,extensive collection,three floors,we spent hours,displays,changing exhibits,second floor,collection,old masters,great place to learn,learn something,special exhibitions,suggested donation,old west,chronological order,enjoyed our visit,take pictures,third floor,the lower level,life size,Families_Count,Couples_Count,Solo_Count,Business_Count,Friends_Count,PreciseRating,quote_pol_var,quote_pol_mean,quote_pol_max,quote_pol_min,quote_sub_var,quote_sub_mean,quote_sub_max,quote_sub_min,review_pol_var,review_pol_mean,review_pol_max,review_pol_min,review_sub_var,review_sub_mean,review_sub_max,review_sub_min,descri_pol,descri_sub
385,"3100 S Ocean Blvd, Myrtle Beach, SC 29577-4858",,0,,-78.9197829,33.6587203,,Franklin G. Burroughs - Simeon B. Chapin Art Museum,(843) 238-2510,15,4.5,200,114,USA,MS,13.15789474,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,65,16,3,39,4.71,0.128234399,0.38328125,1,-0.25,0.0904,0.69,1,0,0.010679401,0.340431425,0.4875,0.204761905,0.011994174,0.527075036,0.75,0.357792208,,
386,"400 College Ave, Lancaster, PA 17603-3393","Since 1953, the North Museum of Nature and Science has been Lancasters place to discover science, nature, and culturesfrom a turtles webbed feet to the dirty chunks of ice that form a comet. For generations of visitors, a trip to the North has sparked their curiosity, leading to a journey of lifelong learning.",0,,-76.3201486,40.0435536,,North Museum of Nature and Science,+1 717-291-3941,30,4,58,65,USA,CA,46.15384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,7,1,0,4,4.24137931,0.124244181,0.27478125,0.9,-0.25,0.088256778,0.604888889,1,0,0.021756108,0.334024013,0.6,0.121428571,0.009498101,0.518350243,0.65,0.325274725,-0.35,0.7
387,"1250 Bannock St, Denver, CO 80204-3631","The canvas was his ally. The paint and the trowel were his weapons. And the Art World was his enemy. Discover an American Master at the Clyfford Still Museum, home to the world's most intact public collection of a major American artist. From October 14, 2016 to January 15, 2017, the Clyfford Still Museum will display more than 260 of Clyfford Still's works on paper in the Museum's largest exhibition to date. With very few exceptions, paintings will not be on view in the Museum during this time.",0,,-104.9898273,39.7362853,,Clyfford Still Museum,17203544880,26,4.5,271,231,USA,GA,11.25541126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,70,42,20,56,4.534615385,0.152525,0.34,1,0,0.1865,0.55,1,0,0.024986243,0.354044012,0.595833333,0.075,0.022089335,0.58758658,0.830357143,0.283333333,0.114642857,0.242380952
388,"200 Lexington Rd, Route 2A, Concord, MA 01742-3711",,0,,-71.342264,42.457713,,Concord Museum,978 369 9763,6,4.5,159,30,USA,OK,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,48,14,2,23,4.431372549,0.02875,0.1,0.5,0,0.043125,0.125,0.5,0,0.009308519,0.307301751,0.5,0.15,0.012750273,0.507850256,0.7,0.288095238,,
389,"121 Barnard St, Savannah, GA 31401-3612","Designed by British architectural prodigy William Jay in the neoclassical Regency style, the Telfair Academy is a former mansion built in 1819 for Alexander Telfair, son of Revolutionary War patriot and Georgia governor Edward Telfair.In 1875, Alexanders sister Mary  heir to the family fortune and last to bear the Telfair name  bequeathed the house and its furnishings to the Georgia Historical Society to be opened as a museum. After significant renovation by German-born architect Detlef Lienau, whose adaptations included the addition of the Sculpture Gallery and the Rotunda, the building opened to the public in 1886 as the Telfair Academy of Arts and Sciences.",1,Yes ,-81.0953088,32.0789345,1-2 hours ,Telfair Museums Telfair Academy,912 790 8800,35,4,381,202,USA,PA,17.32673267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,167,20,4,53,4.10106383,0.121976318,0.333452381,1,0,0.123662713,0.470595238,1,0,0.023412763,0.400330544,0.603571429,-0.15,0.026661237,0.55294222,0.8,0.35,0.0625,0.168055556
390,"21 Edwards St, Springfield, MA 01103-1548","The Springfield Museums, located in the heart of downtown Springfield, Massachusetts, is comprised of four world-class museums covering art, history, and science, plus the Dr. Seuss National Memorial Sculpture Garden.",0,,-72.5863412,42.103713,More than 3 hours ,Springfield Museums,+1 413-263-6800,2,4.5,291,40,USA,FL,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94,48,22,4,32,4.444055944,0.144284607,0.289772727,1,-0.15,0.149214876,0.368181818,1,0,0.026793721,0.32167888,0.72,0.084895833,0.019249806,0.494869011,0.7,0.233333333,0,0
391,"100 W 11th St, Roswell, NM 88201-4910","Founded in 1937, the Roswell Museum and Art Center is home to an extensive collection of southwestern art, the equipment and workshop of pioneering rocketeer Robert H. Goddard, and the Rogers Aston Collection of the American West, which encompasses historical southwestern artifacts spanning from the sixteenth through the twentieth centuries.",0,,-104.5278856,33.4043631,1-2 hours ,Roswell Museum & Art Center,+1 575-624-6744,3,4.5,213,24,USA,TN,12.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,79,16,6,19,4.507246377,0.107626718,0.389807163,1,-0.166666667,0.096483974,0.613650138,1,0.2,0.021058281,0.324070576,0.65625,0.09375,0.034021511,0.533046701,0.76,0.025,-0.025,0.108333333
392,"67 Grove St, Sandwich, MA 02563-2110 (Formerly Heritage Plantation)",You can enjoy more than 70 acres of gardens after visiting the art and history museums at the Heritage.,0,,-70.5075672,41.7494461,,Heritage Museums & Gardens,508 888 3300,1,4.5,609,37,USA,MD,2.702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,222,21,0,92,4.652173913,0.116046189,0.274391534,0.8,-0.228571429,0.098099246,0.353624339,1,0,0.023872239,0.357331978,0.642857143,0.12630854,0.006509462,0.5539789,0.683333333,0.402341598,0.45,0.5
393,"600 N Carson St, Carson City, NV 89701-4004","This museum focuses on the rich natural and cultural heritage of the ""Silver State."" Visit to learn about local wildlife, see the bones of pre-historic creatures found in the area and the Ichthyosaur Shonisaurus popularis, Nevada's state fossil.",0,,-119.767407,39.167732,,Nevada State Museum,(775) 687-4810,1,4.5,253,42,USA,NM,2.380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61,93,24,3,31,4.549800797,0.232985537,0.484090909,1,-0.6,0.110454545,0.6,1,0,0.0495934,0.311193182,0.68,0,0.053425365,0.450296717,0.7,0,0.14375,0.3125
394,"Battery Park and Liberty Island, New York City, NY 10017",,2,,-74.0167676,40.7034555,,Ellis Island Immigration Museum,212-883-1986,54,4.5,1830,1028,USA,OK,5.252918288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,312,50,9,143,4.383561644,0.062079081,0.201296296,0.7,0,0.144986488,0.348703704,1,0,0.027114402,0.215034845,0.5125,-0.159375,0.021426496,0.478976781,0.7,0.2375,,
395,"600 Main St, Hartford, CT 06103-2911","The first public art museum in the United States features 50,000 pieces ranging from ancient to contemporary, the largest collection of Hudson River School paintings in the world, an impressive array of Pilgrim-era furnishings and European and American art.",0,,-72.6731884,41.7634891,,Wadsworth Atheneum Museum of Art,860-278-2670,2,4.5,337,58,USA,MN,3.448275862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,49,84,33,19,48,4.666666667,0.130692149,0.626515152,1,0,0.148636364,0.75,1,0,0.018079401,0.342156382,0.508333333,0.05,0.017865888,0.57101584,0.75,0.244444444,0.236111111,0.261111111
396,"2000 Reverend Abraham Woods Jr Blvd, Birmingham, AL 35203-2278","This three-story museum houses an eclectic selection of art, including Wedgewood pottery, the largest collection of Asian art in the Southeast, Native American and African art, impressionism, contemporary art and American landscapes.",0,,-86.8100693,33.5222197,,Birmingham Museum of Art,205 254 2565,4,4.5,342,85,USA,FL,4.705882353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,78,34,25,37,4.614243323,0.150041322,0.463636364,1,0,0.146166208,0.671212121,1,0,0.028511807,0.359227956,0.680208333,0.147883598,0.038705117,0.551472955,0.82,0.293915344,0.033333333,0.033333333
397,"8441 International Dr, Suite 250, Orlando, FL 32819-9314","Skeletons: Animals Unveiled is a first-of-its-kind attraction that is located under the Orlando Eye in Orlando, Florida. Skeletons features over 500 skeletons of animals found all over the world.",0,,-81.4691025,28.4425971,1-2 hours ,SKELETONS: Animals Unveiled,+1 407-203-6999,31,4.5,396,412,USA,TX,7.524271845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,98,15,7,47,4.685878963,0.089387106,0.203693182,0.8,-0.166666667,0.07554379,0.444318182,0.75,0,0.052827451,0.316159767,0.633333333,-0.333333333,0.018281433,0.553184239,0.759722222,0.243181818,0,0
398,"1900 N Chaparral St, Corpus Christi, TX 78401-1114","Popular with families, the museum focuses on the history and culture of South Texas with something for everyone, including relics from a 1554 shipwreck, recreations of two of the three ships used for Columbus's voyage to the New World, an interactive weather station, a children's section with marine activities and numerous artifacts.",0,,-97.3953071,27.810128,,Corpus Christi Museum of Science and History,361-826-4667 ,9,4,190,70,USA,WA,12.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,42,4,6,17,4.189473684,0.08821281,0.434090909,0.9,0,0.09751607,0.453030303,1,0,0.008576704,0.167335695,0.318138528,0.05625,0.021529428,0.487779837,0.712698413,0.242857143,0.245454545,0.618181818
399,"56.5 Chena Hot Springs Road, Chena Hot Springs Resort, Fairbanks, AK 99711",,0,,-147.72,64.84,,The Aurora Ice Museum,907-451-8104,7,4,599,92,USA,FL,7.608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,132,204,35,7,106,4.162011173,0.067982911,0.241688034,0.91,-0.175,0.108900712,0.584444444,1,0,0.053876008,0.315094415,0.666666667,-0.208333333,0.020488062,0.639368687,0.833333333,0.417777778,,
400,"75 Main St, Bennington, VT 05201-2885","Celebrating Vermont art, culture, and history with the largest collection of Grandma Moses paintings and 19th-century Bennington Pottery, Battle of Bennington memorabilia and weaponry, and more. New in 2013 - Gilded Age Vermont Gallery highlights the industrial and cultural innovation of the late 1800s to the 1920s through objects that were made or owned in Bennington and the surrounding region, or created by artists with connections to the area. The items on view, all from the Bennington Museum's collection,include the 1924 Wasp Touring Car, elaborate Renaissance Revival furnishings, a stylish parlor organ manufactured by the Estey Organ Company of Brattleboro, Vermont, Frederick MacMonnies' sumptuous portrait of May Suydam Palmer, and paintings by William Morris Hunt. Glass and metal works by Lewis Comfort Tiffany add to the gallery. The art found in the new Bennington Modernism Gallery celebrates the art created from the early 1950s through the mid-1970s, a group of avant-garde artists working in and around Bennington who led the nation in artistic thought and innovation. Among the artists of national and international stature with local ties were Pat Adams, Willard Boepple, Anthony Caro, Paul Feeley, Helen Frankenthaler, Patricia Johanson, Vincent Longo, Kenneth Noland, Jules Olitski, Dan Shapiro, David Smith and Tony Smith. Changing exhibits all year.",0,,-73.2099937,42.8831606,,Bennington Museum,802-447-1571,3,4.5,199,23,USA,IL,13.04347826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,111,15,1,25,4.464285714,0.057904959,0.291363636,0.8,0,0.074097107,0.342272727,0.75,0,0.02266785,0.342984618,0.6375,0.0625,0.014298229,0.589017541,0.788333333,0.3875,0.182369146,0.491735537
401,"7125 Maddox Blvd, Chincoteague Island, VA 23336-2104","Located at the entrance of Chincoteague National Wildlife Refuge, this museum chronicles the island's history and of the oystering and seafood business that was a major force in shaping the island's economy.",0,,-75.352668,37.922997,,Museum of Chincoteague,+1 757-336-6117,3,4.5,329,29,USA,LA,10.34482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,146,88,18,2,44,4.652439024,0.126745868,0.361363636,0.975,-0.2,0.144917355,0.409090909,1,0,0.03560553,0.339343434,0.75,0.085416667,0.015571089,0.57219697,0.834444444,0.4,0.0625,0.5
402,"100 Ivan Allen Jr Blvd NW, Atlanta, GA 30308-3003","The Center for Civil and Human Rights in downtown Atlanta is an engaging cultural attraction that connects The American Civil Rights Movement to today's Global Human Rights Movements. The Center features four immersive and thought-provoking exhibit spaces, including a continually rotating gallery of items from The Morehouse College Martin Luther King, Jr. Collection, where visitors can view the personal papers and items of Dr. King. The Center also provides designated event spaces and educational programs inspiring visitors to join the ongoing dialogue about contemporary movements for human rights around the world. The Center for Civil and Human Rights is open 7 days a week. Regular Hours: Closed Monday, Tuesday - Saturday, 10 AM to 5 PM (Last admittance at 4:00 PM) Sunday, 12 PM to 5 PM(Last admittance at 4:00 p.M.) Closed on Thanksgiving Day and Christmas Day.",2,,-84.3930512,33.764055,1-2 hours ,Center for Civil and Human Rights,+1 678-999-8990,5,4.5,954,268,USA,WI,1.865671642,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,215,101,93,191,4.760722348,0.014023669,0.053846154,0.3,-0.05,0.101094675,0.192307692,1,0,0.034173151,0.276146913,0.625,0.1,0.029064758,0.525994359,0.85,0.2,0.05530303,0.202738928
